,Champ,Stats,Items,Runes
289,"Xayah
Marksman","Games Played994
Pick Rate7.14%
Win Rate55%","['Bottes de lucidité', 'Éclipse', 'Larme de la déesse', 'Dague dentelée', 'Épée longue', '', 'Altération divinatoire', 'Saut éclair', 'Purge', '', '', '', '']","['3\nSorcery', 'Summon Aery\nYour attacks and abilities send Aery to a target, damaging enemies or shielding allies.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Scorch\nYour first damaging ability hit every 10s burns champions.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
290,"Xerath
Mage","Games Played7588
Pick Rate7.14%
Win Rate48%","['Couronne de la Reine brisée', 'Bottes de lucidité', 'Concentration lointaine', 'Éclat de glace pure', 'Baguette trop grosse', 'Sceau noir', 'Brouilleur oraculaire', 'Saut éclair', 'Soins', '', '', '', '']","['5\nInspiration', 'First Strike\nWhen you initiate champion combat, deal 10% extra damage for 3 seconds and gain gold based on damage dealt.', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', '3\nSorcery', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Absolute Focus\nWhile above 70% health, gain extra adaptive damage.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
291,"Xerath
Mage","Games Played7588
Pick Rate7.14%
Win Rate48%","['Tempête de Luden', ""Voleur d'âmes de Mejai"", '', 'Chaussures de sorcier', 'Concentration lointaine', 'Baguette trop grosse', 'Altération divinatoire', 'Saut éclair', 'Soins', '', '', '', '']","['5\nInspiration', 'First Strike\nWhen you initiate champion combat, deal 10% extra damage for 3 seconds and gain gold based on damage dealt.', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', '3\nSorcery', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
292,"Xin Zhao
Fighter
Assassin","Games Played581793
Pick Rate7.14%
Win Rate51%","['Éviscérateur', 'Chronomètre brisé', 'Danse de la mort', 'Coques en acier', 'Gage de Sterak', 'Balise de contrôle', 'Brouilleur oraculaire', 'Châtiment', 'Saut éclair', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
293,"Xin Zhao
Fighter
Assassin","Games Played581793
Pick Rate7.14%
Win Rate51%","['Hemodrenário', 'Sinal de Sterak', 'Limite da Razão', 'Botas Ionianas da Lucidez', 'Dança da Morte', '', 'Lente do Oráculo', 'Golpear', 'Flash', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
294,"Yasuo
Fighter
Assassin","Games Played107400227
Pick Rate7.14%
Win Rate49%","['Gume do Infinito', 'Sentinela de Controle', 'Arco-escudo Imortal', 'Grevas do Berserker', 'Anjo Guardião', 'Dança da Morte', 'Alteração Vidente', 'Incendiar', 'Flash', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
295,"Yasuo
Fighter
Assassin","Games Played107400227
Pick Rate7.14%
Win Rate49%","['Immortal Shieldbow', 'B. F. Sword', 'Infinity Edge', 'Vampiric Scepter', ""Berserker's Greaves"", ""Death's Dance"", 'Stealth Ward', 'Flash', 'Ignite', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
296,"Yone
Assassin
Fighter","Games Played583441366
Pick Rate7.14%
Win Rate49%","['Immortal Shieldbow', 'Negatron Cloak', 'Chain Vest', 'Infinity Edge', ""Berserker's Greaves"", 'Winged Moonplate', 'Farsight Alteration', 'Flash', 'Teleport', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
297,"Yone
Assassin
Fighter","Games Played583441366
Pick Rate7.14%
Win Rate49%","['Wampiryczny Kostur', 'Ostrze Nieskończoności', 'Koniec Rozumu', 'Nagolenniki Berserkera', 'Nieśmiertelny Łuklerz', 'Anioł Stróż', 'Totem Ukrycia', 'Błysk', 'Podpalenie', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
298,"Yorick
Fighter
Tank","Games Played52816937
Pick Rate7.14%
Win Rate53%","['Kolczasta Kolczuga', 'Boski Łamacz', 'Pancerniaki', 'Kadłubołamacz', 'Gruboskórność Steraka', 'Opończa Antymagiczna', 'Totem Ukrycia', 'Błysk', 'Teleportacja', '', '', '', '']","['4\nResolve', 'Grasp of the Undying\nEvery 4s your next attack on a champion deals bonus magic damage, heals you, and permanently increases your health.', 'Demolish\nCharge up a powerful attack against a tower while near it.', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', '1\nPrecision', 'Overheal\nExcess healing on you becomes a shield.', 'Legend: Bloodline\nTakedowns on enemies grant permanent Lifesteal. Weaker earlier but stronger later game than other Legend Runes.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
299,"Yorick
Fighter
Tank","Games Played52816937
Pick Rate7.14%
Win Rate53%","['Força da Trindade', 'Placa Gargolítica', 'Serrespada Quimiopunk', 'Hidra Titânica', 'Cutelo Negro', 'Botas Ionianas da Lucidez', 'Sentinela Invisível', 'Fantasma', 'Teleporte', '', '', '', '']","['5\nInspiration', 'Glacial Augment\nImmobilizing an enemy champion will cause 3 glacial rays that slow nearby enemies and reducing their damage to your allies. 25s cooldown.', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', ""Future's Market\nYou can enter debt to buy items."", 'Approach Velocity\nBonus MS towards nearby enemy champions that are movement impaired, increased for enemy champions that you impair.', '4\nResolve', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', 'Demolish\nCharge up a powerful attack against a tower while near it.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Armor\n+6 Armor', 'Scaling Health\n+15-90 HP (based on level)']"
300,"Yuumi
Support
Mage","Games Played917
Pick Rate7.14%
Win Rate23%","['Estilhaço de Gelo Verdadeiro', 'Tomo Amplificador', 'Pedra-vigia Vigilante', 'Regenerador de Pedra Lunar', 'Putrificador Quimtec', 'Ídolo Proibido', 'Lente do Oráculo', 'Incendiar', 'Exaustão', '', '', '', '']","['3\nSorcery', 'Summon Aery\nYour attacks and abilities send Aery to a target, damaging enemies or shielding allies.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Gathering Storm\nGain increasing amounts of AD or AP, adaptive over the course of the game.', '1\nPrecision', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Cut Down\nDeal more damage to champions with more max health than you.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
301,"Yuumi
Support
Mage","Games Played917
Pick Rate7.14%
Win Rate23%","['Kontrol Totemi', 'Gerçek Buz Parçası', 'Kimyasal Çürütücü', 'Dinçleştirici Aytaşı', '', '', 'Kâhin Merceği', 'Bitkinlik', 'Tutuştur', '', '', '', '']","['3\nSorcery', 'Summon Aery\nYour attacks and abilities send Aery to a target, damaging enemies or shielding allies.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Absolute Focus\nWhile above 70% health, gain extra adaptive damage.', 'Gathering Storm\nGain increasing amounts of AD or AP, adaptive over the course of the game.', '1\nPrecision', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Cut Down\nDeal more damage to champions with more max health than you.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
302,"Zac
Tank
Fighter","Games Played1528247
Pick Rate7.14%
Win Rate52%","['Buzateşi Eldiven', ""Anathema'nın Zincirleri"", ""Randuin'in Alameti"", 'Uğursuz Koruma', 'Çelik Kaplamalı Çizme', 'Yakut Kristal', 'Kâhin Merceği', 'Sıçra', 'Çarp', '', '', '', '']","['4\nResolve', 'Aftershock\nAfter immobilizing an enemy champion gain defenses and later deal a burst of magic damage around you.', ""Font of Life\nImpairing the movement of an enemy champion marks them. Your allies heal when attacking champions you've marked."", 'Conditioning\nAfter 12 min gain +9 Armor and +9 Magic Resist and increase your Armor and Magic Resist by 5%.', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', '1\nPrecision', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
303,"Zac
Tank
Fighter","Games Played1528247
Pick Rate7.14%
Win Rate52%","['Günateşi Kalkanı', 'Çivili Zırh', 'Ionia Çizmeleri', 'Cehennem Maskesi', 'Uğursuz Koruma', 'Yakut Kristal', 'Kâhin Merceği', 'Sıçra', 'Çarp', '', '', '', '']","['4\nResolve', 'Aftershock\nAfter immobilizing an enemy champion gain defenses and later deal a burst of magic damage around you.', ""Font of Life\nImpairing the movement of an enemy champion marks them. Your allies heal when attacking champions you've marked."", 'Conditioning\nAfter 12 min gain +9 Armor and +9 Magic Resist and increase your Armor and Magic Resist by 5%.', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', '1\nPrecision', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Armor\n+6 Armor', 'Scaling Health\n+15-90 HP (based on level)']"
